id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
419,"4 선봉대,3 학살자,3 용의 영혼,2 명사수,1 무모한 자,1 대장장이","모렐로노미콘,이온 충격기,강철의 솔라리 펜던트,루난의 허리케인,워모그의 갑옷,정의의 손길,수호 천사,루난의 허리케인","트리스타나,브라움,아트록스,세주아니,올라프,트린다미어,오른,사미라","1연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,1여신의 눈물,2곡궁,3거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",광신도
420,"4 신비술사,4 선봉대,3 우화,1 대장장이,1 닌자","라바돈의 죽음모자,쇼진의 창,스태틱의 단검,정의의 손길,수호 천사,정의의 손길,서풍,대장군의 깃발","잔나,노틸러스,니코,세주아니,쉔,아트록스,오른,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,4여신의 눈물,1곡궁,2거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",귀감
421,"7 요술사,3 용의 영혼,3 나무정령,1 대장장이","용의 발톱,마법공학 총검,거인의 결의,힘의 성배,힘의 성배,푸른 파수꾼,용의 발톱,수호 천사,무한의 대검,보석 건틀릿,태양불꽃 망토","브랜드,트위스티드 페이트,애니,룰루,베이가,아우렐리온 솔,스웨인,오른","2연습용 장갑,2쓸데없이 큰 지팡이,6음전자 망토,4여신의 눈물,1곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",귀감
422,"6 선봉대,3 용의 영혼,3 요술사","힘의 성배,태양불꽃 망토,모렐로노미콘,정의의 손길,가고일 돌갑옷,라바돈의 죽음모자,보석 건틀릿,수호 천사,서풍","가렌,브랜드,노틸러스,룰루,브라움,세주아니,아우렐리온 솔,아트록스","2연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,3거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",귀감
423,"4 흡수자,4 선지자,3 조율자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","힘의 성배,요우무의 유령검,수호 천사,모렐로노미콘,무한의 대검,거인 학살자,수호 천사,스태틱의 단검,가고일 돌갑옷","나서스,잔나,블라디미르,이렐리아,쉔,모르가나,탈론,요네","2연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,2곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",선봉학살올라프
424,"4 흡수자,4 선지자,3 조율자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","용의 발톱,모렐로노미콘,푸른 파수꾼,강철의 솔라리 펜던트,수호 천사,무한의 대검,수은,마법공학 총검","나서스,블라디미르,잔나,이렐리아,모르가나,쉔,탈론,스웨인,요네","2연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
425,"4 결투가,3 학살자,3 용의 영혼,2 신성,2 명사수,1 추방자,1 무모한 자","루난의 허리케인,수호 천사,루난의 허리케인,수은,워모그의 갑옷,푸른 파수꾼,수호 천사,최후의 속삭임,요술사의 모자,루덴의 메아리,태양불꽃 망토","트리스타나,잭스,올라프,트린다미어,리 신,사미라,스웨인,요네","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4여신의 눈물,3곡궁,3거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자신성
426,"6 귀감,3 나무정령,2 처형자,2 선봉대,1 황제,1 대장장이,1 닌자","태양불꽃 망토,덤불 조끼,거인 학살자,피바라기,고속 연사포,구원","라칸,자르반 4세,케넨,세주아니,자야,케일,아지르,오른","1음전자 망토,1여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",선봉학살올라프
427,"6 학살자,6 대장군,2 암살자,2 신성,2 명사수,2 귀감,2 결투가,1 황제,1 무모한 자","대자연의 힘,라바돈의 죽음모자,마법공학 총검,정의의 손길,수은,거인 학살자,용의 발톱,정의의 손길,구원,신성의 검,거인의 결의","니달리,바이,자르반 4세,파이크,다리우스,카타리나,올라프,트린다미어,리 신,사미라,아지르","3연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,3뒤집개,3여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",싸움꾼
428,"4 선봉대,3 학살자,3 용의 영혼,1 황제,1 대장장이","모렐로노미콘,얼어붙은 심장,정의의 손길,수호 천사,루난의 허리케인,죽음의 검","트리스타나,브라움,세주아니,아트록스,트린다미어,올라프,아지르,오른","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,1곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
429,"4 명사수,3 광신도,2 영혼,2 선봉대,1 황제,1 무모한 자","고속 연사포,거인 학살자,정의의 손길,덤불 조끼,즈롯 차원문,워모그의 갑옷,도적의 장갑,이온 충격기,죽음의 검,지크의 전령,서풍","니달리,티모,유미,시비르,세주아니,아트록스,사미라,아지르","3연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,1여신의 눈물,4곡궁,5거인의 허리띠,4B.F. 대검,2쇠사슬 조끼",대장군학살자
430,"4 명사수,3 광신도,2 조율자,2 신비술사,1 황제,1 추방자,1 무모한 자,1 닌자","구인수의 격노검,구인수의 격노검,정의의 손길,지크의 전령,힘의 성배,얼어붙은 심장,즈롯 차원문,마법공학 총검,용의 발톱,강철의 솔라리 펜던트,강철의 솔라리 펜던트","트리스타나,시비르,쉔,아트록스,아지르,사미라,아지르,요네,질리언","1연습용 장갑,5쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자조율자신성
431,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,2 결투가,1 무모한 자","루덴의 메아리,거인의 결의,정의의 손길,피바라기,수호 천사,무한의 대검,최후의 속삭임,용의 발톱,가고일 돌갑옷,구인수의 격노검,용의 발톱,거인의 결의","트리스타나,브라움,아우렐리온 솔,아트록스,트린다미어,올라프,리 신,사미라,스웨인","3연습용 장갑,2쓸데없이 큰 지팡이,6음전자 망토,2여신의 눈물,4곡궁,3B.F. 대검,4쇠사슬 조끼",대장군학살자
432,"6 암살자,4 영혼,2 신비술사,2 선지자,1 닌자","무한의 대검,마법공학 총검,거인의 결의,구원,모렐로노미콘,구원,요우무의 유령검,요우무의 유령검,루난의 허리케인","다이애나,잔나,파이크,아칼리,유미,이렐리아,카타리나,킨드레드","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,2뒤집개,2여신의 눈물,2곡궁,3거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자나무정령
433,"4 흡수자,4 선지자,2 조율자,2 암살자,2 신성,2 신비술사,1 닌자","서풍,피바라기,무한의 대검,최후의 속삭임,수호 천사,모렐로노미콘,용의 발톱,보석 건틀릿","나서스,잔나,파이크,이렐리아,탈론,모르가나,쉔,스웨인","3연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,1곡궁,2거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",귀감
434,"3 처형자,3 신성,2 조율자,2 영혼,2 신비술사,2 귀감,2 결투가,1 황제,1 닌자","강철의 솔라리 펜던트,정의의 손길,수호 천사,모렐로노미콘,루난의 허리케인,수은,고속 연사포,결투가의 열정","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,아지르","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,1여신의 눈물,4곡궁,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",광신도
435,"4 신성,3 학살자,3 용의 영혼,2 흡수자,2 명사수,2 결투가,1 무모한 자","구인수의 격노검,고속 연사포,수은,푸른 파수꾼,수호 천사,모렐로노미콘,용의 발톱","트리스타나,나서스,잭스,이렐리아,올라프,리 신,사미라,스웨인","1연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,3곡궁,1거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",요술사
436,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","강철의 솔라리 펜던트,강철의 솔라리 펜던트,서풍,수은,구인수의 격노검,정의의 손길,태양불꽃 망토,수호 천사,용의 발톱","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신","2연습용 장갑,3쓸데없이 큰 지팡이,4음전자 망토,1여신의 눈물,1곡궁,2거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",요술사
437,"5 요술사,4 용의 영혼,3 나무정령,2 흡수자,2 귀감,1 황제,1 추방자","구원,침묵의 장막,루덴의 메아리,수은,모렐로노미콘,최후의 속삭임,요술사의 모자,용의 발톱,마법공학 총검","브랜드,룰루,베이가,모르가나,아우렐리온 솔,자야,아지르,스웨인,요네","3연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,3여신의 눈물,1곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",싸움꾼
438,"8 나무정령,3 요술사,2 싸움꾼,2 귀감","도적의 장갑,무한의 대검,도적의 장갑,스태틱의 단검,스태틱의 단검,가고일 돌갑옷,나무정령 새싹,수호 천사,죽음의 검,거인 학살자,나무정령 새싹","마오카이,라칸,룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,스웨인","5연습용 장갑,3음전자 망토,2뒤집개,2여신의 눈물,3곡궁,5B.F. 대검,2쇠사슬 조끼",대장군학살자
439,"6 대장군,3 학살자,2 암살자,2 명사수,2 결투가,1 황제,1 무모한 자","서풍,힘의 성배,마법공학 총검,수은,거인의 결의,수호 천사,정의의 손길,무한의 대검,수호 천사","가렌,니달리,파이크,바이,카타리나,트린다미어,사미라,아지르","3연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,1곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",귀감
440,"4 신비술사,4 선봉대,3 우화","거인의 결의,즈롯 차원문,이온 충격기,라바돈의 죽음모자,마법공학 총검,수호 천사,구원,힘의 성배","잔나,브라움,노틸러스,유미,니코,세주아니,아트록스,질리언","4쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,2곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자조율자신성
441,"8 싸움꾼,3 나무정령,1 황제,1 우두머리,1 대장장이","얼어붙은 심장,태양불꽃 망토,구인수의 격노검,수은,루난의 허리케인,모렐로노미콘,최후의 속삭임,수은,구원,이온 충격기,마법공학 총검","마오카이,탐 켄치,바이,누누와 윌럼프,쉬바나,초가스,오른,세트,아지르","3연습용 장갑,4쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,3곡궁,3거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",싸움꾼
442,"4 선지자,3 조율자,3 광신도,2 흡수자,2 암살자,2 신비술사,1 추방자,1 닌자","서풍,모렐로노미콘,강철의 솔라리 펜던트,푸른 파수꾼,수호 천사,무한의 대검,최후의 속삭임,마법공학 총검,수은,얼어붙은 심장,서풍,구인수의 격노검","블라디미르,파이크,이렐리아,모르가나,쉔,탈론,요네,질리언","3연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,2곡궁,3거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",싸움꾼
443,"7 요술사,4 용의 영혼,1 우두머리","이온 충격기,수호 천사,정의의 손길,거인 학살자,덤불 조끼,요술사의 모자,가고일 돌갑옷,힘의 성배,푸른 파수꾼,루난의 허리케인","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,스웨인,리 신,세트","1연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,5여신의 눈물,2곡궁,2B.F. 대검,4쇠사슬 조끼",요술사
444,"6 싸움꾼,6 나무정령,1 우두머리,1 대장장이","태양불꽃 망토,덫 발톱,용의 발톱,덤불 조끼,루난의 허리케인,최후의 속삭임,덤불 조끼,거인의 결의,무한의 대검,나무정령 새싹,보석 건틀릿","마오카이,탐 켄치,쉬바나,누누와 윌럼프,자야,초가스,오른,세트","4연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,3곡궁,2거인의 허리띠,1B.F. 대검,6쇠사슬 조끼",광신도
445,"3 학살자,3 조율자,2 신성,2 신비술사,2 명사수,2 결투가,1 황제,1 추방자,1 무모한 자,1 닌자","용의 발톱,무한의 대검,정의의 손길,태양불꽃 망토,거인의 결의,수호 천사,최후의 속삭임,푸른 파수꾼,마법공학 총검,수호 천사,가고일 돌갑옷","파이크,이렐리아,쉔,트린다미어,리 신,사미라,아지르,요네,질리언","3연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,4B.F. 대검,5쇠사슬 조끼",귀감
446,"4 선봉대,2 흡수자,1 황제,1 추방자,1 우두머리","구원,무한의 대검,최후의 속삭임,루난의 허리케인,모렐로노미콘,즈롯 차원문,수호자의 흉갑,라바돈의 죽음모자,침묵의 장막","노틸러스,파이크,브라움,모르가나,세주아니,세트,스웨인,요네,아지르","3연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,1여신의 눈물,3곡궁,3거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",영혼시비르
447,"5 싸움꾼,4 나무정령,2 처형자,2 귀감","서풍,마법공학 총검,모렐로노미콘,죽음의 검,수은,루난의 허리케인","마오카이,탐 켄치,라칸,바이,누누와 윌럼프,초가스,자야","1연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1곡궁,2거인의 허리띠,3B.F. 대검",흡수자선지자
448,"4 조율자,3 학살자,3 광신도,2 명사수,1 추방자,1 무모한 자,1 닌자","구원,고속 연사포,정의의 손길,거인 학살자,무한의 대검,최후의 속삭임,수호 천사,용의 발톱,보석 건틀릿,마법공학 총검","파이크,시비르,이렐리아,쉔,아트록스,올라프,사미라,스웨인,요네","4연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,4곡궁,1거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",결투가
449,"8 싸움꾼,3 나무정령,1 우두머리,1 대장장이","루난의 허리케인,고속 연사포,수호 천사,태양불꽃 망토,워모그의 갑옷,가고일 돌갑옷,도적의 장갑,구인수의 격노검,거인 학살자,라바돈의 죽음모자,거인 학살자,정의의 손길","마오카이,탐 켄치,바이,누누와 윌럼프,쉬바나,초가스,리 신,세트,오른","3연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1여신의 눈물,6곡궁,3거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",영혼시비르
450,"6 용의 영혼,3 학살자,2 선봉대,1 대장장이,1 닌자","용의 발톱,태양불꽃 망토,거인 학살자,고속 연사포,수호 천사,이온 충격기,침묵의 장막","제드,브라움,쉬바나,트린다미어,아우렐리온 솔,올라프,스웨인,오른","1연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,3곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",요술사
451,"7 요술사,3 용의 영혼","루덴의 메아리,루덴의 메아리,마법공학 총검,침묵의 장막,덤불 조끼,태양불꽃 망토,수은,루덴의 메아리,힘의 성배","트위스티드 페이트,브랜드,룰루,애니,베이가,아우렐리온 솔,아트록스,스웨인","2연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,4여신의 눈물,1거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",귀감
452,"7 요술사,3 행운","강철의 솔라리 펜던트,워모그의 갑옷,도적의 장갑,태양불꽃 망토,무한의 대검,마법공학 총검,요술사의 모자","브랜드,룰루,애니,다리우스,베이가,카타리나,아우렐리온 솔,질리언","3연습용 장갑,2쓸데없이 큰 지팡이,1뒤집개,1여신의 눈물,3거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",나무정령
453,"7 요술사,4 용의 영혼,2 신비술사,1 추방자","힘의 성배,거인의 결의,거인 학살자,죽음의 검,요술사의 모자,요술사의 모자,덫 발톱,거인의 결의,수호 천사,마법공학 총검,모렐로노미콘","브랜드,룰루,애니,베이가,아우렐리온 솔,올라프,스웨인,요네,질리언","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,2뒤집개,3여신의 눈물,3곡궁,2거인의 허리띠,5B.F. 대검,3쇠사슬 조끼",선봉학살올라프
454,"6 암살자,4 영혼,1 닌자","정의의 손길,마법공학 총검,덤불 조끼,얼어붙은 심장,마법공학 총검,무한의 대검,힘의 성배","다이애나,티모,파이크,아칼리,유미,카타리나,킨드레드,탈론","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,3B.F. 대검,3쇠사슬 조끼",귀감
455,"3 학살자,2 흡수자,2 조율자,2 결투가,1 황제,1 추방자,1 무모한 자","힘의 성배,정의의 손길,무한의 대검,마법공학 총검,거인의 결의,수은","다리우스,모르가나,아트록스,트린다미어,리 신,스웨인,아지르,사미라,요네","3연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,1곡궁,2B.F. 대검,1쇠사슬 조끼",싸움꾼
456,"3 흡수자,3 조율자,3 선지자,2 암살자,2 신성,1 황제,1 닌자","수호 천사,무한의 대검,거인 학살자,모렐로노미콘,정의의 손길,정의의 손길","나서스,파이크,이렐리아,쉔,탈론,모르가나,스웨인,아지르","3연습용 장갑,1쓸데없이 큰 지팡이,2여신의 눈물,1곡궁,1거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",나무정령
457,"6 광신도,2 선봉대,2 귀감,2 결투가,1 닌자","지크의 전령,구원,침묵의 장막,피바라기,수은,거인 학살자,라바돈의 죽음모자,정의의 손길,루난의 허리케인,모렐로노미콘,덤불 조끼","엘리스,잭스,파이크,시비르,케넨,칼리스타,세주아니,아트록스","3연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,2곡궁,3거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",처형자나무정령
458,"4 신성,3 조율자,2 처형자,2 신비술사,2 선봉대,2 결투가,1 추방자,1 닌자","수호 천사,용의 발톱,침묵의 장막,고속 연사포,수은,구인수의 격노검,수호자의 흉갑,루덴의 메아리,정의의 손길,푸른 파수꾼,라바돈의 죽음모자","잭스,이렐리아,유미,세주아니,쉔,케일,리 신,요네","3연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4여신의 눈물,3곡궁,1B.F. 대검,3쇠사슬 조끼",싸움꾼
459,"4 선봉대,3 학살자,2 결투가,1 닌자","즈롯 차원문,수호 천사,용의 발톱,수호 천사,정의의 손길,최후의 속삭임,수호 천사,푸른 파수꾼","트리스타나,노틸러스,제드,다리우스,세주아니,아트록스,트린다미어,리 신","2연습용 장갑,2음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",귀감
460,"4 선봉대,3 학살자,3 용의 영혼,1 추방자","거인의 결의,덤불 조끼,루난의 허리케인,수호 천사,죽음의 검,거인 학살자,푸른 파수꾼,이온 충격기,수호 천사","트리스타나,브라움,다리우스,아트록스,세주아니,올라프,트린다미어,요네","1쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,3곡궁,5B.F. 대검,5쇠사슬 조끼",선봉학살올라프
461,"5 요술사,4 선봉대,3 용의 영혼,1 추방자","정의의 손길,정의의 손길,수호 천사,구원,요술사의 모자,얼어붙은 심장,모렐로노미콘","브랜드,노틸러스,브라움,애니,세주아니,아우렐리온 솔,아트록스,요네","2연습용 장갑,1쓸데없이 큰 지팡이,1뒤집개,5여신의 눈물,2거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",귀감
462,"7 요술사,3 용의 영혼,2 선봉대","루덴의 메아리,루덴의 메아리,수호 천사,도적의 장갑,무한의 대검,고속 연사포,거인의 결의,거인의 결의,덫 발톱,덫 발톱","트위스티드 페이트,브랜드,룰루,브라움,애니,베이가,아우렐리온 솔,아트록스","5연습용 장갑,2쓸데없이 큰 지팡이,2여신의 눈물,4곡궁,2거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자나무정령
463,"4 암살자,4 닌자,2 조율자,2 신비술사,2 귀감,1 황제,1 추방자","무한의 대검,고속 연사포,푸른 파수꾼,거인 학살자,워모그의 갑옷,워모그의 갑옷,정의의 손길,힘의 성배,강철의 솔라리 펜던트,덤불 조끼","제드,파이크,케넨,아칼리,쉔,탈론,요네,질리언,아지르","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,3곡궁,4거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자나무정령
464,"5 학살자,3 용의 영혼,2 선봉대,1 무모한 자,1 닌자","모렐로노미콘,수호 천사,루난의 허리케인,최후의 속삭임,라바돈의 죽음모자,푸른 파수꾼","브라움,제드,파이크,잭스,세주아니,올라프,사미라,스웨인","1연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,2곡궁,1거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자조율자신성
465,"4 선봉대,3 학살자,3 용의 영혼,2 신비술사,2 명사수,1 무모한 자","얼어붙은 심장,태양불꽃 망토,서풍,이온 충격기,수호자의 흉갑,죽음의 검,최후의 속삭임,정의의 손길,워모그의 갑옷,구인수의 격노검","트리스타나,브라움,유미,세주아니,아트록스,올라프,사미라,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,2곡궁,4거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자나무정령
466,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","구원,워모그의 갑옷,모렐로노미콘,쇼진의 창,무한의 대검,푸른 파수꾼,피바라기","나서스,잔나,파이크,이렐리아,모르가나,모르가나,쉔,탈론,요네","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,4거인의 허리띠,3B.F. 대검",귀감
467,"3 영혼,2 신비술사,2 선봉대,2 명사수,1 닌자","지크의 전령,최후의 속삭임,수은,푸른 파수꾼,강철의 솔라리 펜던트,서풍","티모,시비르,시비르,유미,킨드레드,세주아니,아트록스,쉔","2연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,1곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자나무정령
468,"6 학살자,3 용의 영혼,2 흡수자,1 닌자","최후의 속삭임,루난의 허리케인,수호 천사,푸른 파수꾼,피바라기,태양불꽃 망토,지크의 전령,스태틱의 단검","나서스,브랜드,제드,파이크,다리우스,올라프,트린다미어,스웨인","1연습용 장갑,2음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",처형자신성
469,"6 나무정령,5 요술사,2 싸움꾼","쇼진의 창,나무정령 새싹,덫 발톱,덤불 조끼,푸른 파수꾼,마법공학 총검,덫 발톱","마오카이,브랜드,룰루,애니,누누와 윌럼프,베이가,아우렐리온 솔","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,3여신의 눈물,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",귀감
470,"5 암살자,4 닌자","도적의 장갑,피바라기,서풍,도적의 장갑,강철의 솔라리 펜던트,구인수의 격노검,푸른 파수꾼,무한의 대검,수호 천사,도적의 장갑,강철의 솔라리 펜던트,모렐로노미콘","다이애나,제드,파이크,아칼리,카타리나,케넨,쉔","7연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,1곡궁,2거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",싸움꾼
471,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","라바돈의 죽음모자,지크의 전령,수은,라바돈의 죽음모자,고속 연사포,침묵의 장막,마법공학 총검,용의 발톱,정의의 손길,얼어붙은 심장","잭스,이렐리아,유미,킨드레드,쉔,케일,요네,리 신","3연습용 장갑,5쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,2곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",싸움꾼
472,"6 선지자,2 흡수자,2 조율자,2 암살자,2 신성,2 신비술사,1 닌자","강철의 솔라리 펜던트,워모그의 갑옷,덤불 조끼,모렐로노미콘,가고일 돌갑옷,무한의 대검,거인 학살자,수호 천사","피오라,나서스,잔나,파이크,이렐리아,모르가나,쉔,탈론","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1곡궁,3거인의 허리띠,3B.F. 대검,5쇠사슬 조끼",선봉신비우화
473,"3 학살자,3 용의 영혼,2 조율자,2 신성,2 신비술사,2 결투가,1 우두머리,1 닌자","도적의 장갑,푸른 파수꾼,수호 천사,루난의 허리케인,죽음의 검,용의 정령,모렐로노미콘,푸른 파수꾼,가고일 돌갑옷,수호 천사","이렐리아,쉔,아우렐리온 솔,올라프,트린다미어,세트,리 신,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,4여신의 눈물,1곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",귀감
474,"3 학살자,3 대장군,2 흡수자,2 조율자,2 신비술사,2 명사수,2 결투가,1 추방자,1 무모한 자,1 닌자","정의의 손길,수호 천사,용의 발톱,이온 충격기,구원,수호 천사,거인 학살자,대장군의 깃발,용의 발톱,침묵의 장막","니달리,모르가나,쉔,트린다미어,리 신,요네,질리언,사미라,스웨인","2연습용 장갑,1쓸데없이 큰 지팡이,5음전자 망토,1뒤집개,2여신의 눈물,1곡궁,2거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",요술사
475,"4 신비술사,4 선봉대,3 우화,2 영혼,1 닌자","용의 발톱,태양불꽃 망토,정의의 손길,마법공학 총검,수호자의 흉갑,보석 건틀릿,구원,얼어붙은 심장,용의 발톱","잔나,노틸러스,유미,킨드레드,니코,세주아니,쉔,아트록스,초가스","2연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,3여신의 눈물,2거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",귀감
476,"2 조율자,2 신비술사,2 귀감,1 추방자,1 닌자","수호 천사,죽음의 검,루난의 허리케인,정의의 손길,루난의 허리케인,거인 학살자,용의 발톱,구원","트리스타나,브라움,쉔,자야,트린다미어,요네,질리언","1연습용 장갑,4음전자 망토,2여신의 눈물,3곡궁,1거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",흡수자선지자
477,"4 처형자,2 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 황제,1 추방자,1 우두머리,1 닌자","스태틱의 단검,태양불꽃 망토,루난의 허리케인,고속 연사포,마법공학 총검,보석 건틀릿,푸른 파수꾼,루덴의 메아리,가고일 돌갑옷,푸른 파수꾼","유미,킨드레드,쉔,자야,케일,리 신,세트,아지르,요네","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,6여신의 눈물,4곡궁,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",처형자조율자신성
478,"6 신성,4 조율자,2 처형자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","강철의 솔라리 펜던트,푸른 파수꾼,신성의 검,구인수의 격노검,수호 천사,보석 건틀릿,침묵의 장막,가고일 돌갑옷","오공,잭스,유미,이렐리아,킨드레드,쉔,케일,리 신,요네","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,2여신의 눈물,1곡궁,2B.F. 대검,4쇠사슬 조끼",요술사
