id,rank,B.F. 대검,거인의 허리띠,곡궁,뒤집개,쇠사슬 조끼,쓸데없이 큰 지팡이,여신의 눈물,연습용 장갑,음전자 망토,조합,유사도
916,8,1,2,1,0,0,0,1,2,1,선봉학살올라프,100
917,6,3,2,3,1,5,2,3,3,2,귀감,62
918,5,5,2,2,0,2,1,2,2,0,선봉학살올라프,88
919,8,0,3,3,1,1,2,0,1,1,영혼시비르,92
920,4,2,2,4,1,4,3,0,1,3,광신도,70
921,6,1,0,4,1,3,0,1,2,4,광신도,75
922,4,3,1,5,0,0,3,0,2,6,용의영혼,70
923,2,3,1,2,1,2,2,3,4,2,귀감,75
924,1,3,1,3,1,3,4,1,4,2,나무정령,68
925,2,0,1,1,2,1,5,3,6,3,싸움꾼,59
926,3,3,1,1,1,7,1,3,2,1,귀감,65
927,8,3,0,0,0,0,4,3,2,0,싸움꾼,83
928,7,3,4,2,1,0,2,1,2,1,영혼시비르,81
929,1,1,0,2,0,5,2,0,2,4,요술사,75
930,8,1,2,2,0,1,2,2,1,1,처형자조율자신성,92
931,8,2,1,4,0,0,2,1,3,1,결투가,93
932,3,4,3,1,0,5,2,4,1,4,요술사,67
933,7,4,0,3,0,1,3,1,0,2,처형자조율자신성,79
934,2,3,2,1,2,2,3,0,4,3,나무정령,70
935,3,4,2,2,0,1,2,3,3,5,흡수자선지자,73
936,7,2,2,3,0,0,1,3,1,4,처형자신성,94
937,8,3,2,2,0,1,0,1,1,2,선봉학살올라프,92
938,8,2,2,1,0,0,1,0,0,0,처형자신성,100
939,2,5,0,5,0,1,2,4,2,3,처형자신성,68
940,3,2,2,1,1,4,3,2,1,2,요술사,78
941,1,1,4,4,0,1,2,4,2,2,처형자신성,70
942,5,2,2,2,0,3,2,5,4,0,처형자나무정령,70
943,2,1,3,5,1,4,2,3,2,3,처형자신성,67
944,4,4,3,0,0,2,2,1,4,2,나무정령,78
945,1,1,2,1,0,5,6,1,3,1,선봉신비우화,70
946,2,3,4,2,0,2,1,3,4,3,처형자나무정령,73
947,1,6,2,3,0,2,0,4,3,2,선봉학살올라프,64
948,3,3,2,3,1,5,2,2,2,2,영혼시비르,68
949,6,4,1,0,1,2,4,0,3,1,나무정령,88
950,4,1,2,1,1,2,2,4,2,3,귀감,78
951,3,2,4,3,2,3,1,0,2,3,영혼시비르,70
952,3,1,1,1,0,2,4,1,2,6,요술사,72
953,8,2,1,2,0,1,2,0,2,2,영혼시비르,92
954,1,1,3,1,0,3,2,3,2,1,처형자나무정령,81
955,6,1,2,3,1,3,2,3,1,2,처형자조율자신성,78
956,2,6,1,2,1,4,2,0,1,3,요술사,65
957,3,2,2,1,0,3,2,1,3,2,요술사,81
958,3,4,3,1,1,3,3,1,1,3,요술사,70
959,1,2,3,3,0,4,1,4,2,1,처형자나무정령,75
960,2,2,5,0,3,2,2,1,3,2,나무정령,65
961,7,1,1,1,0,2,2,2,1,4,요술사,100
962,5,1,0,2,3,2,3,1,4,2,싸움꾼,67
963,1,2,1,1,1,3,3,4,3,2,귀감,70
964,8,0,0,1,0,1,1,0,2,1,영혼시비르,100
965,1,3,1,4,1,2,4,4,2,1,귀감,64
966,2,4,4,2,1,1,0,2,2,2,선봉학살올라프,72
967,1,6,4,3,0,4,2,3,3,3,귀감,56
968,2,2,5,3,1,3,2,2,4,6,요술사,56
969,7,1,2,2,0,1,1,2,3,4,처형자나무정령,81
970,1,3,1,2,1,4,4,2,3,2,싸움꾼,68
971,1,5,4,3,0,4,2,0,3,1,영혼시비르,73
972,4,5,0,4,0,2,1,5,2,1,대장군학살자,70
973,6,2,1,1,1,5,1,4,2,3,귀감,70
974,2,2,2,0,0,5,3,2,1,5,요술사,75
975,4,3,1,1,0,1,3,3,2,4,귀감,83
976,7,5,0,1,0,2,4,2,0,0,나무정령,71
977,3,4,2,3,0,2,0,1,3,3,선봉학살올라프,78
978,2,3,4,2,2,4,1,1,2,3,선봉학살올라프,68
979,4,4,1,1,0,4,0,6,2,2,귀감,65
980,1,3,0,4,0,5,1,3,2,0,대장군학살자,72
981,1,2,1,3,1,2,2,3,3,1,나무정령,78
982,5,2,3,3,0,1,2,0,1,4,영혼시비르,81
983,7,1,1,3,0,3,2,2,0,2,요술사,86
984,2,4,0,3,2,5,0,4,3,3,대장군학살자,57
985,2,2,3,1,1,3,3,2,4,3,요술사,68
986,7,0,2,2,0,1,3,3,3,2,처형자조율자신성,81
987,1,2,3,4,2,4,1,4,8,2,처형자나무정령,53
988,6,1,3,2,0,1,3,1,1,2,처형자조율자신성,86
989,7,2,1,1,0,1,2,0,2,3,귀감,92
990,3,0,3,1,0,1,4,3,4,2,싸움꾼,67
991,5,2,3,0,0,3,2,3,2,1,귀감,81
992,5,2,0,2,1,3,3,3,3,3,싸움꾼,75
993,4,4,2,0,0,1,2,4,4,1,귀감,72
994,3,3,1,0,2,2,3,1,5,1,나무정령,78
995,3,2,1,3,1,3,3,1,3,3,싸움꾼,70
996,7,3,0,0,2,2,2,2,4,1,나무정령,81
997,1,4,3,2,0,2,1,1,2,3,선봉학살올라프,83
998,4,4,1,4,0,2,3,3,5,2,대장군학살자,67
999,5,1,0,4,1,2,2,3,2,1,결투가,81
1000,7,2,2,3,0,2,1,2,4,0,처형자나무정령,88
